0,14.1009
0.994,14.0902
1.994,14.0734
2.994,14.0564
3.994,14.0377
4.994,14.0182
5.994,13.9982
6.994,13.9764
7.994,13.9544
8.994,13.9333
9.994,13.912
10.994,13.8892
11.995,13.867
12.994,13.8438
13.994,13.8204
14.994,13.7967
15.994,13.7738
16.994,13.7504
17.995,13.7271
18.994,13.7041
19.994,13.6783
20.994,13.659
21.995,13.6366
22.994,13.6138
23.995,13.5911
24.994,13.5661
25.994,13.544
26.994,13.5215
27.994,13.4979
28.994,13.475
29.995,13.4518
30.994,13.4292
31.994,13.4063
32.994,13.3839
33.995,13.3606
34.994,13.3383
35.995,13.3163
36.994,13.2949
37.994,13.2729
38.995,13.2495
39.994,13.2282
40.994,13.2059
41.994,13.1829
42.994,13.1612
43.995,13.1399
44.995,13.1182
45.994,13.0954
46.995,13.0747
47.995,13.052
48.994,13.031
49.995,13.0098
50.994,12.9876
51.994,12.9666
52.994,12.9457
53.995,12.9232
54.995,12.9029
55.994,12.8826
56.994,12.8625
57.995,12.8459
58.994,12.8263
59.994,12.8063
60.995,12.7856
61.995,12.7656
62.994,12.7452
63.995,12.7241
64.994,12.7048
65.995,12.6845
66.994,12.6649
67.995,12.6433
68.994,12.6232
69.995,12.6037
70.994,12.5834
71.995,12.563
72.994,12.5437
73.995,12.5233
74.994,12.5036
75.994,12.4836
76.994,12.4639
77.995,12.4443
78.994,12.4251
79.995,12.4057
80.994,12.3861
81.994,12.367
82.995,12.3478
83.994,12.328
84.994,12.3097
85.994,12.2912
86.994,12.2719
87.995,12.2522
88.994,12.2339
89.994,12.2153
90.994,12.1959
91.995,12.1782
92.994,12.1599
93.994,12.1407
94.994,12.1226
95.995,12.1043
96.994,12.0854
97.994,12.067
98.995,12.0492
99.994,12.031
100.995,12.0121
101.994,11.994
102.994,11.9766
103.995,11.9579
104.995,11.9404
105.994,11.9217
106.994,11.904
107.994,11.8869
108.995,11.8688
109.994,11.8521
110.994,11.8338
111.995,11.8166
112.994,11.7987
113.995,11.7815
114.994,11.7653
115.995,11.7472
116.994,11.7289
117.995,11.7125
118.994,11.6944
119.994,11.6775
120.995,11.6607
121.994,11.6427
122.994,11.6262
123.994,11.609
124.994,11.5926
125.995,11.5755
126.994,11.5581
127.995,11.5411
128.995,11.525
129.994,11.5083
130.994,11.4918
131.994,11.4752
132.994,11.4581
133.995,11.4409
134.995,11.4249
135.994,11.4084
136.995,11.392
137.994,11.3754
138.994,11.3591
139.994,11.3419
140.995,11.326
141.995,11.3091
142.994,11.293
143.994,11.2768
144.994,11.261
145.994,11.2446
146.994,11.2282
147.995,11.2128
148.994,11.1958
149.994,11.1812
150.994,11.1652
151.995,11.1493
152.995,11.1324
153.994,11.1167
154.994,11.1006
155.995,11.0856
156.994,11.0696
157.994,11.0542
158.994,11.0391
159.995,11.0224
160.994,11.0056
161.994,10.9897
162.994,10.9738
163.994,10.9575
164.995,10.9416
165.994,10.9249
166.995,10.9086
167.994,10.8938
168.994,10.8774
169.995,10.8624
170.994,10.8458
171.994,10.8313
172.995,10.8154
173.994,10.8006
174.995,10.7847
175.994,10.7699
176.994,10.7536
177.995,10.7385
178.994,10.7234
179.994,10.7086
180.994,10.6936
181.994,10.6779
182.995,10.6625
183.994,10.6471
184.995,10.6331
185.994,10.6167
186.994,10.6019
187.993,10.5871
188.993,10.5725
189.993,10.5583
190.993,10.5435
191.993,10.5281
192.993,10.5146
193.993,10.4992
194.993,10.484
195.993,10.4692
196.993,10.4539
197.994,10.4391
198.993,10.425
199.993,10.4105
200.993,10.3962
201.993,10.3823
202.993,10.3683
203.994,10.3545
204.993,10.3398
205.993,10.3269
206.993,10.3116
207.993,10.2973
208.993,10.284
209.994,10.2697
210.993,10.2552
211.993,10.2414
212.993,10.2272
213.993,10.2132
214.993,10.199
215.993,10.185
216.993,10.172
217.993,10.157
218.994,10.1432
219.993,10.1284
220.994,10.1152
221.993,10.1014
222.994,10.0867
223.993,10.0744
224.993,10.0606
225.993,10.0464
226.993,10.0326
227.993,10.019
228.993,10.0046
229.995,9.9904
230.994,9.9758
231.995,9.9615
232.994,9.9475
233.994,9.9339
234.994,9.9195
235.994,9.9051
236.995,9.8916
237.994,9.8769
238.995,9.8642
239.994,9.8508
240.994,9.8362
241.995,9.8219
242.994,9.8099
243.994,9.797
244.995,9.7821
245.994,9.7694
246.994,9.7563
247.994,9.7432
248.995,9.7287
249.995,9.7143
250.994,9.7016
251.994,9.6894
252.994,9.6761
253.995,9.6639
254.995,9.6496
255.994,9.637
256.994,9.6239
257.994,9.6115
258.995,9.5987
259.995,9.5855
260.995,9.5725
261.994,9.5603
262.994,9.5485
263.995,9.536
264.994,9.5218
265.994,9.5097
266.994,9.4966
267.995,9.4842
268.994,9.4717
269.995,9.4591
270.995,9.4451
271.994,9.4316
272.995,9.4185
273.994,9.4064
274.994,9.3938
275.994,9.381
276.994,9.3676
277.995,9.3551
278.994,9.3422
279.994,9.3297
280.994,9.3161
281.994,9.3042
282.994,9.2914
283.994,9.2781
284.995,9.2668
285.994,9.2538
286.995,9.241
287.994,9.2284
288.994,9.2159
289.995,9.2035
290.994,9.19
291.994,9.178
292.994,9.1655
293.994,9.1538
294.995,9.1427
295.995,9.1308
296.994,9.1177
297.994,9.1053
298.994,9.0927
299.994,9.0821
300.994,9.0688
301.995,9.0567
302.995,9.0442
303.994,9.0321
304.994,9.0204
305.994,9.0076
306.995,8.9968
307.994,8.9848
308.994,8.9723
309.994,8.96
310.994,8.9484
311.995,8.9361
312.994,8.9237
313.994,8.9117
314.995,8.9011
315.994,8.889
316.994,8.8771
317.995,8.8649
318.994,8.8535
319.994,8.8415
320.994,8.8297
321.994,8.8185
322.995,8.8054
323.994,8.7941
324.994,8.7817
325.994,8.7706
326.995,8.7592
327.994,8.7475
328.994,8.7364
329.994,8.7239
