0,13.0968
1.03,13.0391
2.03,12.9835
3.031,12.9247
4.03,12.8646
5.03,12.8042
6.035,12.7434
7.032,12.6832
8.03,12.623
9.042,12.5597
10.038,12.4991
11.031,12.4351
12.035,12.3738
13.03,12.3166
14.03,12.259
15.031,12.1997
16.03,12.1428
17.03,12.0884
18.031,12.0282
19.03,11.9627
20.03,11.8971
21.03,11.8363
22.03,11.7781
23.03,11.7207
24.031,11.6605
25.03,11.6005
26.031,11.5405
27.03,11.4808
28.03,11.4197
29.031,11.3613
30.03,11.3029
31.03,11.2457
32.03,11.1895
33.03,11.1335
34.03,11.0795
35.03,11.0246
36.035,10.9691
37.03,10.9153
38.031,10.861
39.03,10.8062
40.03,10.7517
41.031,10.6995
42.03,10.6464
43.029,10.5933
44.029,10.541
45.03,10.4898
46.029,10.438
47.03,10.3863
48.029,10.3354
49.029,10.2853
50.029,10.2354
51.029,10.1862
52.029,10.1358
53.029,10.0864
54.03,10.0381
55.031,9.9881
56.03,9.9385
57.03,9.8903
58.031,9.8413
59.031,9.7939
60.035,9.7458
61.03,9.6978
62.031,9.6517
63.031,9.6054
64.03,9.5573
65.03,9.5101
66.031,9.465
67.031,9.4175
68.03,9.3715
69.03,9.3259
70.03,9.28
71.03,9.2336
72.031,9.1878
73.03,9.1413
74.03,9.096
75.03,9.0517
76.031,9.006
77.03,8.9635
78.035,8.9189
79.03,8.8744
80.03,8.8303
81.03,8.7864
82.03,8.7441
83.03,8.6998
84.031,8.6566
85.031,8.6137
86.03,8.5712
87.03,8.5291
88.03,8.4875
89.03,8.4483
90.035,8.4053
91.031,8.3653
92.03,8.3237
93.03,8.2821
94.031,8.2432
95.03,8.2037
96.03,8.1624
97.031,8.1226
98.03,8.083
99.03,8.0444
100.03,8.0044
101.031,7.9642
102.035,7.9245
103.03,7.8862
104.03,7.8472
105.031,7.8081
106.03,7.7695
107.031,7.7308
108.03,7.6934
109.031,7.6531
110.03,7.6154
111.03,7.5761
112.03,7.54
113.03,7.5027
114.036,7.4639
115.03,7.4284
116.03,7.3915
117.031,7.3549
118.031,7.3185
119.03,7.2828
120.035,7.2466
121.03,7.212
122.03,7.1765
123.03,7.1398
124.03,7.1036
125.03,7.0687
126.03,7.0331
127.03,6.998
128.03,6.9631
129.031,6.9294
130.03,6.8957
131.031,6.8608
132.03,6.8275
133.031,6.7922
134.03,6.7586
135.03,6.7237
136.03,6.6913
137.03,6.658
138.035,6.6255
139.03,6.5918
140.03,6.5578
141.03,6.5256
142.031,6.492
143.03,6.458
144.031,6.4266
145.03,6.3933
146.03,6.3606
147.03,6.3276
148.03,6.2964
149.03,6.2639
150.03,6.2325
