Time,Object Name,Status,Value,Units,Alert ID,Priority
18.03.2023 9:22:12,TIC Turbo Power,,7.5,,0,0
18.03.2023 9:22:13,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:13,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:14,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:14,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:22:14,TIC Turbo Power,,7.3,,0,0
18.03.2023 9:22:15,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:22:15,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:17,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:22:17,TIC Turbo Power,,7.3,,0,0
18.03.2023 9:22:17,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:17,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:17,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:22:19,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:22:19,TIC Turbo Power,,7.3,,0,0
18.03.2023 9:22:19,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:19,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:19,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:22:21,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:21,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:22:21,TIC Turbo Power,,6.1,,0,0
18.03.2023 9:22:21,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:21,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:22:23,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:22:23,TIC Turbo Power,,6.1,,0,0
18.03.2023 9:22:23,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:23,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:23,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:22:25,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:22:25,TIC Turbo Power,,6.1,,0,0
18.03.2023 9:22:25,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:25,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:25,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:22:27,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:22:27,TIC Turbo Power,,8.0,,0,0
18.03.2023 9:22:27,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:27,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:27,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:22:29,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:22:29,TIC Turbo Power,,5.4,,0,0
18.03.2023 9:22:29,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:29,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:29,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:22:31,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:31,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:22:31,TIC Turbo Power,,7.5,,0,0
18.03.2023 9:22:31,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:22:31,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:33,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:33,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:22:33,TIC Turbo Power,,6.1,,0,0
18.03.2023 9:22:33,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:33,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:22:35,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:22:35,TIC Turbo Power,,5.8,,0,0
18.03.2023 9:22:35,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:35,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:35,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:22:37,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:22:37,TIC Turbo Power,,8.0,,0,0
18.03.2023 9:22:37,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:37,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:37,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:22:39,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:22:39,TIC Turbo Power,,5.4,,0,0
18.03.2023 9:22:39,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:39,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:39,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:22:41,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:22:41,TIC Turbo Power,,7.5,,0,0
18.03.2023 9:22:41,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:41,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:41,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:22:43,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:22:43,TIC Turbo Power,,8.0,,0,0
18.03.2023 9:22:43,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:43,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:44,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:22:45,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:22:45,TIC Turbo Power,,6.1,,0,0
18.03.2023 9:22:45,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:46,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:46,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:22:47,TIC Turbo Power,,7.3,,0,0
18.03.2023 9:22:47,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:22:47,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:48,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:48,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:22:49,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:22:49,TIC Turbo Power,,7.5,,0,0
18.03.2023 9:22:50,TIC Gauge 1,11,1.0000e+05,59,0,0
18.03.2023 9:22:50,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:22:50,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:25:03,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:25:03,TIC Turbo Power,,7.3,,0,0
18.03.2023 9:25:03,TIC Gauge 1,11,1.1602e+01,59,0,0
18.03.2023 9:25:03,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:25:03,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:25:05,TIC Turbo Speed,,1.6,,0,0
18.03.2023 9:25:05,TIC Turbo Power,,6.8,,0,0
18.03.2023 9:25:05,TIC Gauge 1,11,1.1546e+01,59,0,0
18.03.2023 9:25:05,TIC Gauge 2,5,9.9000e+09,59,0,0
18.03.2023 9:25:05,TIC Gauge 3,5,9.9000e+09,59,0,0
18.03.2023 9:25:07,TIC Turbo Speed,,1.6,,0,0
